0,19444,3888,15876,9612,7668,6642,8316,13122,11016,3672,3132,4590,7668,8154,4806,5400,7074,8802,4752,1728,3942,9828,8316,11934,12798,12204,3834,3942,5022,6156,2052,1836,3240,5400,6372,7398,14418,13554,12960,17388,18144,17820,22194,21924,17118,4428,6642,7128,7506,3834,4644,6156,6480,9774,9990,9720,9936,17820,23328,19818,18036,12744,2862,4428,4914,9720,9774,9558,10854,9828,10044,9720,5994,2754,4374,5346,9720,12582,12258,12366,18522,17388,17874,9666,9936,10044,10152,19980,22572,19602,18252,9774,3294,4482,5724,9612,9396,11016,9720,10152
0,31242,310734,33960,56600,143198,136406,96220,35658,58298,222438,202628,124520,10188,30564,207722,167536,89994,26602,30564,55468,64524,79240,91126,164706,177158,177158,88862,105842,135840,136972,193006,209420,520720,424500,380352,344128,43016,79240,101314,148292,198100,187346,44714,32828,163574,349788,301112,273378,271114,84900,102446,121124,129048,194704,204892,217344,207156,109804,54902,95088,114332,187912,259228,264322,247342,386578,363372,350920,207722,204326,207156,210552,399596,479968,412048,380918,195270,67354,92824,108672,204326,205458,207156,202628,208288,206590,198100,93390,62826,94522,112634,218476,262624,251304,267718,393936,363372,318658,211118,210552
0,14476,11016,12312,8046,2592,4104,3996,2484,3456,3726,4428,5994,9018,8856,2214,3726,5292,7128,11178,12852,10314,3888,4536,7614,8424,9234,22950,20790,18360,17226,19332,20196,1728,4158,5292,5832,13554,12312,12096,6642,2052,3294,5292,6480,7830,8586,8964,9450,9504,22680,20250,17928,17172,12474,10044,9882,9882,7830,3834,5670,6156,10044,14418,12960,13608,2538,2646,3564,9666,10206,9882,10044,7074,4050,5724,6318,10800,14040,13122,13716,1404,2808,4158,9720,9936,10044,10044,6534,4266,5670,6102,11556,14040,13284,12636,1458,2970,4428,9936,9828
0,314808,66222,331110,194138,147726,140368,174894,275076,230928,50374,65656,99050,160178,151688,101314,115464,147726,185082,77542,36224,82636,206590,174328,250738,270548,252436,53204,83202,104710,129048,28866,33394,67920,113766,133576,154518,302244,287528,270548,362806,384314,369032,469214,456762,311866,92824,139802,149424,159046,61128,100748,129048,131878,190176,209420,203760,211684,373560,489590,410916,382050,225268,63958,88862,103578,203194,205458,199798,206024,208854,211118,203760,99616,57166,95654,112634,199232,267152,256964,256398,391672,361108,338468,204892,208854,207722,213382,419972,472044,412048,380918,167536,68486,95654,120558,199798,199798,207722,201496,212816
1,0,0,0,223846,276420,263412,281298,262328,263954,282382,262870,276962,265580,276420,270458,263954,275878,263954,280756,263412,286718,259618,263954,50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,252548,131312,259794,150556,54902,84900,72448,52072,71882,69618,93956,124520,189044,166404,45280,78108,111502,149424,236022,269982,190742,79806,95654,159046,177158,195270,483364,435820,384314,358844,403558,382050,36224,86598,111502,126218,279604,258096,253568,113766,42450,68486,111502,135274,149424,182252,184516,202062,194704,478836,421670,375258,363938,224702,210552,203760,206590,141500,80372,118860,129048,211684,301678,271680,273944,35658,56034,74146,195836,211684,207156,210552,125652,87730,117162,131878,230362,290358,275076,260360,28866,58298,78674,202628,208288,210552,213382,111502,89994,118860,131312,238852,293754,278472,236588,31130,61694,83202,212250,202062
0,1516,20088,2052,3024,6750,6534,5400,1674,2808,10476,9720,7020,756,1350,9936,8100,5130,1242,1728,2646,3456,3672,4428,7776,8586,8424,5238,5076,6480,6426,9126,9990,24840,20250,18144,18360,1890,3942,4698,7074,9558,8802,3294,1404,7830,16848,14148,13230,12960,5400,4860,5778,6156,10044,9774,10206,10044,6318,2592,4374,5616,8856,12474,12474,11934,18252,17334,17604,10854,9828,9882,10044,18900,23058,19656,18198,11124,3186,4428,5022,9936,9612,10908,9828,9936,9720,9558,5508,2970,4536,5454,10260,12528,12042,12798,18738,17496,16848,10098,9882
0,19444,3888,15876,13284,2376,2592,2970,8910,9234,8694,7506,6480,4266,2376,3456,2538,3726,7452,11448,9342,13014,13068,8100,6156,9990,9882,10260,20142,21384,19440,17226,9180,5724,6804,7398,9612,9882,10044,9720,9504,1728,4158,4806,6912,12960,12312,12096,16254,18360,16362,13392,10044,10098,9936,13662,24462,20466,18846,15984,2322,4050,5076,8640,9342,10152,10746,9720,10044,9558,8100,2322,4266,5076,7938,12636,12636,11880,17388,17928,16254,12528,10206,9882,10368,16092,23760,19872,18576,13392,2862,4104,5346,8964,9666,9396,11232,9828,10098,9882,6318
0,31242,310734,33960,97352,218476,209420,187346,77542,86032,96220,151122,138670,90560,70750,86598,233758,204326,131878,74146,88862,41884,41884,99616,119992,203760,210552,213382,93956,86032,109804,130746,391106,380352,337336,319790,234324,208288,215646,202062,262058,524116,432424,391672,326582,46978,80938,103578,177158,193006,210552,207156,206590,206590,202628,161876,44148,86032,103578,153952,270548,261492,256398,349788,382616,336204,240550,212816,209420,208288,318092,502042,423934,394502,263190,57166,83202,109238,185082,198666,210552,204326,201496,213382,203194,129048,51506,92824,109238,179422,265454,262624,241682,386012,368466,346392,210552,209420,212816,211684,370730
0,14476,11016,12312,11556,4536,5508,5346,4266,3942,3996,2808,4212,8424,11556,9882,3996,3726,3024,2376,3618,2052,2160,5022,5832,9936,9882,9342,6318,4266,5184,6318,4644,5778,6912,7236,9882,9990,9666,10260,10152,2916,5238,6210,7236,14634,13662,12744,6588,2160,3402,7992,9828,9882,10368,9342,3348,5130,6048,8478,14418,13284,12528,5994,2268,3564,8370,9774,9990,10098,8910,3510,5346,5886,9180,14580,13068,12744,4914,2430,3672,8802,10098,9666,9774,8640,3618,5508,5994,9882,14256,13014,13122,3780,2538,3726,9342,9990,9720,9882,7884
