0,tcp,0.00094371,0.686071759,0.697899924,tcp,1,tcp,0.00094371,0.686071759,0.697899924,tcp,2,tcp,0.05062368,0.487258928,0.443743058,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.00094371,0.686071759,0.697899924,tcp,1,tcp,0.013262162,0.575362125,0.524480998,tcp,2,tcp,0.162048087,0.382626308,0.297840442,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.00036987,0.68674039,0.677279463,tcp,1,tcp,0.031359481,0.51825749,0.437193858,tcp,2,tcp,0.214342386,0.309093903,0.250334869,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.000376558,0.67948098,0.667960438,tcp,1,tcp,0.055801412,0.469756342,0.359562437,tcp,2,btcp,0.256335469,0.253104142,0.225824556,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.000709214,0.665262964,0.652825539,tcp,1,tcp,0.077888153,0.433631323,0.313971264,tcp,2,btcp,0.314661941,0.206580759,0.199912072,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.000407145,0.685788723,0.680952286,tcp,1,tcp,0.121350515,0.386792827,0.245787748,tcp,2,udp,0.410163945,0.176841026,0.185769206,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.0005481,0.669126532,0.650692767,tcp,1,tcp,0.125047922,0.389369493,0.233006915,tcp,2,udp,0.467148777,0.162432309,0.174627896,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.000328653,0.685647127,0.676498695,tcp,1,btcp,0.209338103,0.330191388,0.16433898,tcp,2,btcp,0.515243279,0.173133758,0.160972662,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.002718756,0.634934367,0.604993161,tcp,1,tcp,0.16497716,0.372750945,0.187595076,tcp,2,btcp,0.569350197,0.176321977,0.169077827,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
0,tcp,0.000292229,0.679747847,0.663036728,tcp,1,btcp,0.203580469,0.381609271,0.152325819,tcp,2,btcp,0.673348937,0.202241891,0.192295624,tcp,3,tcp,0.00094371,0.686071759,0.697899924,btcp,4,tcp,0.00094371,0.686071759,0.697899924,btcp,5,tcp,0.00094371,0.686071759,0.697899924,udp
